Id,SalePrice
1461,124201.11865203435
1462,152660.7397168225
1463,191473.7069014355
1464,187378.55154376855
1465,201449.1834719689
1466,183264.68662739976
1467,172097.9348958784
1468,174234.73553763225
1469,182688.4388273347
1470,121533.66640650689
1471,193316.80655007466
1472,90961.7373591524
1473,96426.19710563663
1474,151450.37008846947
1475,162294.27583200944
1476,369559.24644954916
1477,256619.21646911543
1478,294182.4924763695
1479,257515.5627341142
1480,450421.178031554
1481,316311.9560279484
1482,210905.35958230656
1483,173508.84373339065
1484,179439.16579015806
1485,172196.47495594
1486,199444.68263816327
1487,343837.15514697536
1488,238929.53093128477
1489,212206.60845921686
1490,200998.18730481
1491,193071.16649036788
1492,104147.76304765196
1493,169355.9629051165
1494,294223.08646853804
1495,298694.07883006346
1496,221626.25557638236
1497,180920.71762167153
1498,152564.38150713913
1499,152724.89029953544
1500,162924.80085367753
1501,170117.7952520439
1502,166391.2496723556
1503,285763.89099251473
1504,231669.8093009639
1505,215997.05524904898
1506,186661.64018519782
1507,222527.21497272875
1508,198278.6080324669
1509,168382.22860275363
1510,156072.07184929977
1511,156927.51114748672
1512,164885.24712268435
1513,143792.587179825
1514,151543.3499129624
1515,162926.38825404752
1516,149876.83804785
1517,147663.15200887917
1518,130953.89965949091
1519,215233.76013692268
1520,138668.03345242626
1521,147282.48153714585
1522,162186.9962996186
1523,121072.48996460374
1524,123331.81418470439
1525,123298.22075801632
1526,125576.8525331902
1527,108177.4880004795
1528,131813.9901290063
1529,146498.6407105949
1530,164156.00924927078
1531,118135.03666238657
1532,106302.4543071415
1533,136370.33775775373
1534,117040.26903953847
1535,142152.36782496687
1536,118737.48117292576
1537,79529.87478921171
1538,173170.74821770223
1539,199058.87625565656
1540,100288.51620006864
1541,137827.4425395155
1542,134427.96513310552
1543,201839.2638897378
1544,78206.33289313057
1545,102059.0982081369
1546,122428.88070443431
1547,124483.5463708162
1548,127769.20793941288
1549,110075.20903078346
1550,138432.43039678928
1551,115646.70090660258
1552,130714.11340465187
1553,135723.69634420937
1554,109783.78384655241
1555,188775.07516121588
1556,126289.41366808272
1557,128649.70457472923
1558,96477.98130216071
1559,118673.89754174423
1560,141835.2890758455
1561,129927.78462276066
1562,126372.0777970848
1563,122202.39400308226
1564,157993.85902952816
1565,153623.6549669162
1566,191263.61236914096
1567,83153.49806196622
1568,225376.75610802803
1569,139579.540694236
1570,132121.89653549227
1571,125313.49110003714
1572,142433.20242926734
1573,218477.68252734392
1574,109638.05279682759
1575,200994.70729122494
1576,206968.09330457632
1577,204243.36253223376
1578,153738.68022067976
1579,143924.0021798112
1580,194442.68079338348
1581,138270.93774429147
1582,128451.75412290415
1583,320655.56535545853
1584,241077.99776362802
1585,138534.13080992101
1586,69439.31454764813
1587,104090.41407897176
1588,146907.3700720601
1589,104278.1559791016
1590,130159.28415551399
1591,104769.52881206965
1592,131217.70448993123
1593,117207.46040415915
1594,128968.89897668267
1595,122710.34001810083
1596,227429.34855411283
1597,167174.0469795226
1598,183031.06335598766
1599,199710.60164199778
1600,191802.79826899598
1601,73821.11360383141
1602,107472.38091647145
1603,97162.093481394
1604,288379.631450228
1605,244108.90695123165
1606,164260.93282802892
1607,146232.73354427272
1608,214281.4331713412
1609,203425.44587634347
1610,168190.4376719075
1611,146572.40706717497
1612,154451.35343271968
1613,149041.6709511023
1614,116822.34999901523
1615,90583.16969547083
1616,87276.6994108716
1617,92512.20070329166
1618,126318.99860468452
1619,131775.82958374644
1620,141419.05946449397
1621,140538.74292309865
1622,149160.28376997937
1623,282095.794915978
1624,194010.9283162517
1625,123197.19424958223
1626,168604.2876174334
1627,191990.77984841046
1628,279315.90736339346
1629,171586.95794830367
1630,351178.15444228647
1631,221551.4965122545
1632,251126.13534192732
1633,169530.6269846331
1634,183350.9026940018
1635,182622.939657369
1636,163872.56478039626
1637,186340.43582944703
1638,213419.65506786178
1639,184766.189830941
1640,246524.5429130088
1641,196220.0933845253
1642,220929.68499716162
1643,229206.32006588142
1644,227278.3228261082
1645,194035.45569629996
1646,155022.47070243245
1647,169081.04083352347
1648,143956.6729690174
1649,138964.82394689406
1650,120562.14755079299
1651,119876.29060564359
1652,91538.08250519184
1653,96252.68761794899
1654,153663.4167068445
1655,168127.64190691765
1656,149614.67805257416
1657,151681.5488789718
1658,153399.40682382075
1659,162142.6975763285
1660,146951.78766979926
1661,448375.859579066
1662,364222.79311267706
1663,380197.14399996406
1664,432200.896210242
1665,311856.7570598537
1666,324143.5401649833
1667,365613.3394201097
1668,320656.218593417
1669,290559.9657145456
1670,335190.6314141645
1671,257689.18383116403
1672,445947.784188444
1673,300600.29120449873
1674,251064.59646394572
1675,184719.37114266012
1676,184550.18174602487
1677,213797.13883514184
1678,423258.8322086161
1679,388911.06834556686
1680,317116.2364646066
1681,253425.13704916264
1682,303590.1621660172
1683,186200.47209488865
1684,174738.2632842526
1685,173296.34560324825
1686,166077.48839489583
1687,168150.968211582
1688,187439.67324908054
1689,190195.22772263494
1690,183749.32723233296
1691,177262.90726156693
1692,268911.0919089284
1693,170082.88700549232
1694,184375.18662029927
1695,168276.36869673643
1696,263245.94857970823
1697,170203.06642607375
1698,356575.63696074445
1699,325286.4812169117
1700,242875.29008029302
1701,270271.7004673455
1702,255851.6851949859
1703,250154.98354904525
1704,296374.6953167047
1705,235184.51164594878
1706,395009.02589253674
1707,221577.13545515563
1708,216987.05021814158
1709,263940.2316034064
1710,224787.87762247925
1711,264709.2642765242
1712,236469.75068925196
1713,246402.7500035438
1714,220466.13501340387
1715,202927.17437859825
1716,175786.9698840299
1717,164865.09964534192
1718,136542.9400938488
1719,206728.4903733718
1720,250122.35355813114
1721,170088.80828572996
1722,125628.58175050128
1723,154848.86349051356
1724,204299.91331564565
1725,232816.8770109885
1726,184236.77928279954
1727,168572.673342315
1728,187162.60398225064
1729,163490.2883285948
1730,153411.553762568
1731,123267.49693477042
1732,129332.2813499643
1733,119240.28762018724
1734,128015.83029052327
1735,130231.30874649611
1736,115107.34155463551
1737,342611.19330995437
1738,210144.18333783248
1739,261102.37973471376
1740,189719.21826540373
1741,182986.6951453486
1742,171686.59313017564
1743,164164.46002623197
1744,306995.2567561596
1745,230401.12405524167
1746,248662.14994690102
1747,216742.19197853623
1748,200548.37805564515
1749,165344.09650635434
1750,155447.58804544155
1751,232697.92566940593
1752,122453.44025024238
1753,140666.2865464312
1754,212388.38029439157
1755,171364.17201759742
1756,121123.60294251004
1757,118892.95076638488
1758,149599.39626825467
1759,155148.47966039265
1760,159919.14809175918
1761,151940.3909208707
1762,170590.90598497487
1763,164093.64229336535
1764,120986.33496721044
1765,160165.82181820172
1766,165562.47857311956
1767,172199.29856968243
1768,139525.46096044476
1769,165364.13512064362
1770,137014.65871786763
1771,137671.1965155875
1772,138692.72065755524
1773,136510.50208542592
1774,131199.458006836
1775,132130.80036820853
1776,125705.33974036117
1777,114847.72044376248
1778,129467.24559141403
1779,126574.17700156319
1780,179154.60705115067
1781,133848.91548284303
1782,91446.43631490199
1783,127025.5366847152
1784,96089.29670274521
1785,116189.22291497579
1786,137404.30246742125
1787,158538.9688370432
1788,61947.20419448992
1789,98678.55784964706
1790,78243.85334820296
1791,158531.16447234896
1792,152765.02991465555
1793,133774.34226430935
1794,139876.0606399401
1795,135841.9268987518
1796,126084.9592201077
1797,116790.72051022417
1798,123394.81362390131
1799,113286.61476369231
1800,133973.53244834568
1801,129093.05631688608
1802,144062.81312816538
1803,146216.78723458748
1804,141547.0751108095
1805,132280.9359753481
1806,113380.70891522021
1807,132690.5215754487
1808,121719.80459211934
1809,118976.55046243232
1810,135630.00636297232
1811,106037.30580358343
1812,111711.62649366035
1813,120170.76379758924
1814,97977.50882073148
1815,64590.04265141632
1816,97314.2269548825
1817,115053.162988998
1818,130804.33148405878
1819,111594.44351160285
1820,81603.55883651432
1821,119862.00997956586
1822,138000.04663421796
1823,63016.322682972735
1824,126506.66557040166
1825,129479.64557908084
1826,101651.17102354926
1827,111275.59296106281
1828,133323.934565033
1829,113955.06236205851
1830,139681.6930786909
1831,163319.4411510744
1832,106243.8602099608
1833,130475.3318424078
1834,118703.90768890997
1835,157735.50081307653
1836,128188.56101618499
1837,97346.83769058729
1838,123831.45741334266
1839,91961.87270936792
1840,160476.1693267144
1841,144270.08501014925
1842,94182.13322467975
1843,139861.26833120474
1844,135014.31431931406
1845,139090.5894141426
1846,151885.4598663144
1847,169691.60388028817
1848,68192.43086916521
1849,120182.44774303689
1850,124031.94650427447
1851,140623.2027683941
